"sample.names";"species";"type";"kit";"preparation";"n_elution";"group";"num";"DNAconcentration";"sequenced";"exp"
"exp1_StoolNorgen-eau-1elu-10";"BCC";"sample";"StoolNorgen";"water";"1";"SN_water_1";"10";274;FALSE;"1"
"exp1_StoolNorgen-eau-1elu-11";"BCC";"sample";"StoolNorgen";"water";"1";"SN_water_1";"11";446;TRUE;"1"
"exp1_StoolNorgen-eau-1elu-12";"BCC";"sample";"StoolNorgen";"water";"1";"SN_water_1";"12";262;TRUE;"1"
"exp1_StoolNorgen-eau-1elu-13";"BCC";"sample";"StoolNorgen";"water";"1";"SN_water_1";"13";458;FALSE;"1"
"exp1_StoolNorgen-eau-1elu-14";"BCC";"sample";"StoolNorgen";"water";"1";"SN_water_1";"14";270;FALSE;"1"
"exp1_StoolNorgen-eau-1elu-15";"BCC";"sample";"StoolNorgen";"water";"1";"SN_water_1";"15";394;TRUE;"1"
"exp1_StoolNorgen-eau-1elu-B";"BCC";"ctrl";"StoolNorgen";"water";"1";"SN_water_1";"negative";22,4;FALSE;"1"
"exp1_StoolNorgen-eau-2elu-1";"BCC";"sample";"StoolNorgen";"water";"2";"SN_water_2";"1";692;TRUE;"1"
"exp1_StoolNorgen-eau-2elu-2";"BCC";"sample";"StoolNorgen";"water";"2";"SN_water_2";"2";392;FALSE;"1"
"exp1_StoolNorgen-eau-2elu-3";"BCC";"sample";"StoolNorgen";"water";"2";"SN_water_2";"3";97,2;FALSE;"1"
"exp1_StoolNorgen-eau-2elu-4";"BCC";"sample";"StoolNorgen";"water";"2";"SN_water_2";"4";58,2;FALSE;"1"
"exp1_StoolNorgen-eau-2elu-5";"BCC";"sample";"StoolNorgen";"water";"2";"SN_water_2";"5";402;FALSE;"1"
"exp1_StoolNorgen-eau-2elu-6";"BCC";"sample";"StoolNorgen";"water";"2";"SN_water_2";"6";262;FALSE;"1"
"exp1_StoolNorgen-eau-2elu-7";"BCC";"sample";"StoolNorgen";"water";"2";"SN_water_2";"7";494;FALSE;"1"
"exp1_StoolNorgen-eau-2elu-8";"BCC";"sample";"StoolNorgen";"water";"2";"SN_water_2";"8";338;TRUE;"1"
"exp1_StoolNorgen-eau-2elu-9";"BCC";"sample";"StoolNorgen";"water";"2";"SN_water_2";"9";458;FALSE;"1"
"exp1_StoolNorgen-eau-2elu-10";"BCC";"sample";"StoolNorgen";"water";"2";"SN_water_2";"10";328;FALSE;"1"
"exp1_StoolNorgen-eau-2elu-11";"BCC";"sample";"StoolNorgen";"water";"2";"SN_water_2";"11";448;TRUE;"1"
"exp1_StoolNorgen-eau-2elu-12";"BCC";"sample";"StoolNorgen";"water";"2";"SN_water_2";"12";272;TRUE;"1"
"exp1_StoolNorgen-eau-2elu-13";"BCC";"sample";"StoolNorgen";"water";"2";"SN_water_2";"13";464;FALSE;"1"
"exp1_StoolNorgen-eau-2elu-14";"BCC";"sample";"StoolNorgen";"water";"2";"SN_water_2";"14";316;FALSE;"1"
"exp1_StoolNorgen-eau-2elu-15";"BCC";"sample";"StoolNorgen";"water";"2";"SN_water_2";"15";478;TRUE;"1"
"exp1_StoolNorgen-eau-2elu-B";"BCC";"ctrl";"StoolNorgen";"water";"2";"SN_water_2";"negative";34,2;FALSE;"1"
"exp1_StoolNorgen-PBS-1elu-1";"BCC";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"1";246;FALSE;"1"
"exp1_StoolNorgen-PBS-1elu-2";"BCC";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"2";222;TRUE;"1"
"exp1_StoolNorgen-PBS-1elu-3";"BCC";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"3";268;FALSE;"1"
"exp1_StoolNorgen-PBS-1elu-4";"BCC";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"4";166;FALSE;"1"
"exp1_StoolNorgen-PBS-1elu-5";"BCC";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"5";442;TRUE;"1"
"exp1_StoolNorgen-PBS-1elu-6";"BCC";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"6";268;FALSE;"1"
"exp1_StoolNorgen-PBS-1elu-7";"BCC";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"7";394;FALSE;"1"
"exp1_StoolNorgen-PBS-1elu-8";"BCC";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"8";252;TRUE;"1"
"exp1_StoolNorgen-PBS-1elu-9";"BCC";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"9";82;FALSE;"1"
"exp1_StoolNorgen-PBS-1elu-10";"BCC";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"10";416;FALSE;"1"
"exp1_StoolNorgen-PBS-1elu-11";"BCC";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"11";892;FALSE;"1"
"exp1_StoolNorgen-PBS-1elu-12";"BCC";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"12";284;TRUE;"1"
"exp1_StoolNorgen-PBS-1elu-13";"BCC";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"13";294;TRUE;"1"
"exp1_StoolNorgen-PBS-1elu-14";"BCC";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"14";193;FALSE;"1"
"exp1_StoolNorgen-PBS-1elu-15";"BCC";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"15";124;FALSE;"1"
"exp1_StoolNorgen-PBS-1elu-B";"BCC";"ctrl";"StoolNorgen";"PBS";"1";"SN_PBS_1";"negative";15,6;TRUE;"1"
"exp1_StoolNorgen-PBS-2elu-1";"BCC";"sample";"StoolNorgen";"PBS";"2";"SN_PBS_2";"1";306;FALSE;"1"
"exp1_StoolNorgen-PBS-2elu-2";"BCC";"sample";"StoolNorgen";"PBS";"2";"SN_PBS_2";"2";236;TRUE;"1"
"exp1_StoolNorgen-PBS-2elu-3";"BCC";"sample";"StoolNorgen";"PBS";"2";"SN_PBS_2";"3";358;FALSE;"1"
"exp1_StoolNorgen-PBS-2elu-4";"BCC";"sample";"StoolNorgen";"PBS";"2";"SN_PBS_2";"4";196;FALSE;"1"
"exp1_StoolNorgen-PBS-2elu-5";"BCC";"sample";"StoolNorgen";"PBS";"2";"SN_PBS_2";"5";534;TRUE;"1"
"exp1_StoolNorgen-PBS-2elu-6";"BCC";"sample";"StoolNorgen";"PBS";"2";"SN_PBS_2";"6";306;FALSE;"1"
"exp1_StoolNorgen-PBS-2elu-7";"BCC";"sample";"StoolNorgen";"PBS";"2";"SN_PBS_2";"7";518;FALSE;"1"
"exp1_StoolNorgen-PBS-2elu-8";"BCC";"sample";"StoolNorgen";"PBS";"2";"SN_PBS_2";"8";296;TRUE;"1"
"exp1_StoolNorgen-PBS-2elu-9";"BCC";"sample";"StoolNorgen";"PBS";"2";"SN_PBS_2";"9";87,4;FALSE;"1"
"exp1_StoolNorgen-PBS-2elu-10";"BCC";"sample";"StoolNorgen";"PBS";"2";"SN_PBS_2";"10";542;FALSE;"1"
"exp1_StoolNorgen-PBS-2elu-11";"BCC";"sample";"StoolNorgen";"PBS";"2";"SN_PBS_2";"11";1270;FALSE;"1"
"exp1_StoolNorgen-PBS-2elu-12";"BCC";"sample";"StoolNorgen";"PBS";"2";"SN_PBS_2";"12";330;TRUE;"1"
"exp1_StoolNorgen-PBS-2elu-13";"BCC";"sample";"StoolNorgen";"PBS";"2";"SN_PBS_2";"13";366;TRUE;"1"
"exp1_StoolNorgen-PBS-2elu-14";"BCC";"sample";"StoolNorgen";"PBS";"2";"SN_PBS_2";"14";204;FALSE;"1"
"exp1_StoolNorgen-PBS-2elu-15";"BCC";"sample";"StoolNorgen";"PBS";"2";"SN_PBS_2";"15";132;FALSE;"1"
"exp1_StoolNorgen-PBS-2elu-B";"BCC";"ctrl";"StoolNorgen";"PBS";"2";"SN_PBS_2";"negative";28,6;TRUE;"1"
"exp1_Helene-CTRL-PCR-neg";"BCC";"ctrl";"PCR";NA;NA;"PCR";"negative";NA;TRUE;"1"
"exp1_Helene-CTRL-PCR-pos";"BCC";"ctrl";"PCR";NA;NA;"PCR";"positive";NA;TRUE;"1"
"exp1_Norgen-blanc-1elu-B";"BCC";"ctrl";"StoolNorgen";NA;"1";"SN_water_1";"negative2";NA;TRUE;"1"
"exp1_Norgen-blanc-2elu-B";"BCC";"ctrl";"StoolNorgen";NA;"2";"SN_water_2";"negative2";NA;TRUE;"1"
"exp1_StoolNorgen-eau-blank-1-1e";"BCC";"ctrl";"StoolNorgen";"water";"1";"SN_water_1";"negative3";NA;TRUE;"1"
"exp1_StoolNorgen-eau-blank-1-2e";"BCC";"ctrl";"StoolNorgen";"water";"2";"SN_water_2";"negative3";NA;TRUE;"1"
"exp1_StoolNorgen-eau-blank-2-1e";"BCC";"ctrl";"StoolNorgen";"water";"1";"SN_water_1";"negative4";NA;TRUE;"1"
"exp1_StoolNorgen-eau-blank-2-2e";"BCC";"ctrl";"StoolNorgen";"water";"2";"SN_water_2";"negative4";NA;TRUE;"1"
"exp2_ctrl-PCR-neg-Helene";"BT";"ctrl";"PCR";"PBS";"1";"PCR";"negative";NA;TRUE;"2"
"exp2_ctrl-PCR-pos-Helene";"BT";"ctrl";"PCR";"PBS";"1";"PCR";"positive";NA;TRUE;"2"
"exp2_L1";"BT";"sample";"PureLink";"PBS";"1";"PL_PBS_1";"1";5;TRUE;"2"
"exp2_L2";"BT";"sample";"PureLink";"PBS";"1";"PL_PBS_1";"2";592;TRUE;"2"
"exp2_L3";"BT";"sample";"PureLink";"PBS";"1";"PL_PBS_1";"3";632;TRUE;"2"
"exp2_L4";"BT";"sample";"PureLink";"PBS";"1";"PL_PBS_1";"4";820;TRUE;"2"
"exp2_L5";"BT";"sample";"PureLink";"PBS";"1";"PL_PBS_1";"5";900;TRUE;"2"
"exp2_LB";"BT";"ctrl";"PureLink";"PBS";"1";"PL_PBS_1";"negative";5;TRUE;"2"
"exp2_M1";"BT";"sample";"MagMAX";"PBS";"1";"MM_PBS_1";"1";580;TRUE;"2"
"exp2_M2";"BT";"sample";"MagMAX";"PBS";"1";"MM_PBS_1";"2";342;TRUE;"2"
"exp2_M3";"BT";"sample";"MagMAX";"PBS";"1";"MM_PBS_1";"3";271;TRUE;"2"
"exp2_M4";"BT";"sample";"MagMAX";"PBS";"1";"MM_PBS_1";"4";71;TRUE;"2"
"exp2_M5";"BT";"sample";"MagMAX";"PBS";"1";"MM_PBS_1";"5";208;TRUE;"2"
"exp2_MB";"BT";"ctrl";"MagMAX";"PBS";"1";"MM_PBS_1";"negative";31;TRUE;"2"
"exp2_S1";"BT";"sample";"PowerSoil Pro";"PBS";"1";"PS_PBS_1";"1";5;TRUE;"2"
"exp2_S2";"BT";"sample";"PowerSoil Pro";"PBS";"1";"PS_PBS_1";"2";5;TRUE;"2"
"exp2_S3";"BT";"sample";"PowerSoil Pro";"PBS";"1";"PS_PBS_1";"3";41;TRUE;"2"
"exp2_S4";"BT";"sample";"PowerSoil Pro";"PBS";"1";"PS_PBS_1";"4";5;TRUE;"2"
"exp2_S5";"BT";"sample";"PowerSoil Pro";"PBS";"1";"PS_PBS_1";"5";26;TRUE;"2"
"exp2_SB";"BT";"ctrl";"PowerSoil Pro";"PBS";"1";"PS_PBS_1";"negative";5;TRUE;"2"
"exp2_QuickDNA-1";"BT";"sample";"QuickDNA";"PBS";"1";"QD_PBS_1";"1";26;FALSE;"2"
"exp2_QuickDNA-2";"BT";"sample";"QuickDNA";"PBS";"1";"QD_PBS_1";"2";5;FALSE;"2"
"exp2_QuickDNA-3";"BT";"sample";"QuickDNA";"PBS";"1";"QD_PBS_1";"3";23;FALSE;"2"
"exp2_QuickDNA-4";"BT";"sample";"QuickDNA";"PBS";"1";"QD_PBS_1";"4";5;FALSE;"2"
"exp2_QuickDNA-5";"BT";"sample";"QuickDNA";"PBS";"1";"QD_PBS_1";"5";5;FALSE;"2"
"exp2_QuickDNA-negative";"BT";"ctrl";"QuickDNA";"PBS";"1";"QD_PBS_1";"negative";24;FALSE;"2"
"exp2_StoolNorgen-1";"BT";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"1";30;FALSE;"2"
"exp2_StoolNorgen-2";"BT";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"2";49;FALSE;"2"
"exp2_StoolNorgen-3";"BT";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"3";51;FALSE;"2"
"exp2_StoolNorgen-4";"BT";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"4";33;FALSE;"2"
"exp2_StoolNorgen-5";"BT";"sample";"StoolNorgen";"PBS";"1";"SN_PBS_1";"5";32;FALSE;"2"
"exp2_StoolNorgen-negative";"BT";"ctrl";"StoolNorgen";"PBS";"1";"SN_PBS_1";"negative";38;FALSE;"2"
